 , B6.genotype, B6.batch, B6.cycle, B6.day, B6.hour, B6.time_start, B6.ID.new, B6.behaviour, B6.with.who 
 6178, CONT, B6, Dark phase,28,5, 05:46:24, M16, AFFI, M15 
 6179, CONT, B6, Dark phase,28,5, 05:46:24, M14, AFFI, M15 
 6180, CONT, B6, Dark phase,28,5, 05:56:24, M16, AFFI, M13 
 6181, CONT, B6, Dark phase,28,5, 05:56:35, M16, 0, M13 
 6182, CONT, B6, Dark phase,28,5, 05:56:24, M14, AFFI, M13 
 6183, CONT, B6, Dark phase,28,5, 05:56:24, M13, AFFI, M14 
 6187, CONT, B6, Light phase,28,6, 06:06:24, M14, AFFI, M13 
 6188, CONT, B6, Light phase,28,6, 06:06:24, M15, AFFI, M13 
 6189, CONT, B6, Light phase,28,6, 06:06:24, M13, AFFI, M15 
 6191, CONT, B6, Light phase,28,6, 06:16:34, M16, 0, M13 
 6192, CONT, B6, Light phase,28,6, 06:16:24, M13, AFFI, M14 
 6193, CONT, B6, Light phase,28,6, 06:16:24, M15, AFFI, M13 
 6194, CONT, B6, Light phase,28,6, 06:16:24, M14, AFFI, M13 
 6195, CONT, B6, Light phase,28,6, 06:26:24, M15, 0, M13 
 6196, CONT, B6, Light phase,28,6, 06:26:24, M13, AFFI, M14 
 6197, CONT, B6, Light phase,28,6, 06:26:24, M14, 0, M13 
 6198, CONT, B6, Light phase,28,6, 06:26:24, M16, AFFI, M13 
 6201, CONT, B6, Light phase,28,6, 06:36:39, M15, 0, M13 
 6202, CONT, B6, Light phase,28,6, 06:36:24, M16, 0, M13 
 6203, CONT, B6, Light phase,28,6, 06:36:24, M14, 0, M13 
 6204, CONT, B6, Light phase,28,6, 06:36:24, M13, 0, M14 
 6206, CONT, B6, Light phase,28,6, 06:46:24, M16, 0, M13 
 6207, CONT, B6, Light phase,28,6, 06:46:24, M13, 0, M16 
 6209, CONT, B6, Light phase,28,6, 06:46:29, M15, 0, M16 
 6212, CONT, B6, Light phase,28,6, 06:56:48, M14, 0, M13 
 6213, CONT, B6, Light phase,28,6, 06:56:24, M16, AFFI, M13 
 6214, CONT, B6, Light phase,28,6, 06:56:24, M13, AFFI, M14 
 6215, CONT, B6, Light phase,28,6, 06:56:24, M15, AFFI, M13 
 6219, CONT, B6, Light phase,28,7, 07:06:24, M16, AFFI, M13 
 6220, CONT, B6, Light phase,28,7, 07:06:24, M13, AFFI, M16 
 6221, CONT, B6, Light phase,28,7, 07:16:24, M15, AFFI, M13 
 6222, CONT, B6, Light phase,28,7, 07:16:24, M13, AFFI, M14 
 6223, CONT, B6, Light phase,28,7, 07:16:24, M14, AFFI, M13 
 6224, CONT, B6, Light phase,28,7, 07:16:24, M16, AFFI, M13 
 6226, CONT, B6, Light phase,28,7, 07:26:25, M13, 0, M16 
 6227, CONT, B6, Light phase,28,7, 07:26:25, M15, AFFI, M16 
 6228, CONT, B6, Light phase,28,7, 07:26:25, M16, AFFI, M13 
 6230, CONT, B6, Light phase,28,7, 07:36:25, M14, AFFI, M15 
 6231, CONT, B6, Light phase,28,7, 07:36:25, M13, AFFI, M14 
 6232, CONT, B6, Light phase,28,7, 07:36:25, M16, AFFI, M14 
 6238, CONT, B6, Light phase,28,7, 07:56:25, M16, 0, M14 
 6239, CONT, B6, Light phase,28,7, 07:56:46, M16, 0, M14 
 6240, CONT, B6, Light phase,28,7, 07:56:25, M14, STR.G, M16 
 6241, CONT, B6, Light phase,28,7, 07:56:46, M14, STR.G, M15 
 6242, CONT, B6, Light phase,28,7, 07:56:25, M15, STR.G, M16 
 6243, CONT, B6, Light phase,28,7, 07:56:46, M15, 0, M14 
 6245, CONT, B6, Light phase,28,8, 08:06:29, M16, STR.G, M16 
 6246, CONT, B6, Light phase,28,8, 08:06:42, M16, 0, M16 
 6248, CONT, B6, Light phase,28,8, 08:06:25, M14, AFFI, M16 
 6249, CONT, B6, Light phase,28,8, 08:06:25, M15, AFFI, M16 
 6250, CONT, B6, Light phase,28,8, 08:06:29, M15, 0, M16 
 6251, CONT, B6, Light phase,28,8, 08:06:42, M15, AFFI, M16 
 6252, CONT, B6, Light phase,28,8, 08:16:25, M15, AFFI, M14 
 6253, CONT, B6, Light phase,28,8, 08:16:25, M14, AFFI, M15 
 6254, CONT, B6, Light phase,28,8, 08:16:25, M13, AFFI, M16 
 6255, CONT, B6, Light phase,28,8, 08:16:25, M16, AFFI, M13 
 6256, CONT, B6, Light phase,28,8, 08:26:25, M15, AFFI, M14 
 6257, CONT, B6, Light phase,28,8, 08:26:25, M14, AFFI, M15 
 6258, CONT, B6, Light phase,28,8, 08:26:25, M13, AFFI, M16 
 6259, CONT, B6, Light phase,28,8, 08:26:25, M16, AFFI, M13 
 6260, CONT, B6, Light phase,28,8, 08:36:25, M15, AFFI, M14 
 6261, CONT, B6, Light phase,28,8, 08:36:25, M14, AFFI, M15 
 6262, CONT, B6, Light phase,28,8, 08:36:25, M13, AFFI, M16 
 6263, CONT, B6, Light phase,28,8, 08:36:25, M16, AFFI, M13 
 6265, CONT, B6, Light phase,28,8, 08:46:25, M15, AFFI, M13 
 6266, CONT, B6, Light phase,28,8, 08:46:25, M16, AFFI, M13 
 6267, CONT, B6, Light phase,28,8, 08:46:25, M13, AFFI, M15 
 6268, CONT, B6, Light phase,28,8, 08:46:45, M13, 0, M15 
 6270, CONT, B6, Light phase,28,8, 08:56:25, M15, 0, M13 
 6271, CONT, B6, Light phase,28,8, 08:56:25, M13, AFFI, M15 
 6272, CONT, B6, Light phase,28,8, 08:56:25, M16, AFFI, M13 
 6275, CONT, B6, Light phase,28,9, 09:06:31, M15, 0, M16 
 6277, CONT, B6, Light phase,28,9, 09:06:25, M13, AFFI, M14 
 6278, CONT, B6, Light phase,28,9, 09:06:25, M14, AFFI, M13 
 6279, CONT, B6, Light phase,28,9, 09:06:25, M16, AFFI, M13 
 6280, CONT, B6, Light phase,28,9, 09:16:25, M16, AFFI, M13 
 6281, CONT, B6, Light phase,28,9, 09:16:25, M14, AFFI, M13 
 6282, CONT, B6, Light phase,28,9, 09:16:25, M13, AFFI, M14 
 6283, CONT, B6, Light phase,28,9, 09:16:25, M15, AFFI, M13 
 6284, CONT, B6, Light phase,28,9, 09:26:25, M16, AFFI, M13 
 6285, CONT, B6, Light phase,28,9, 09:26:25, M14, AFFI, M13 
 6286, CONT, B6, Light phase,28,9, 09:26:25, M13, AFFI, M14 
 6288, CONT, B6, Light phase,28,9, 09:36:25, M13, AFFI, M14 
 6289, CONT, B6, Light phase,28,9, 09:36:25, M16, AFFI, M13 
 6290, CONT, B6, Light phase,28,9, 09:36:25, M15, AFFI, M13 
 6291, CONT, B6, Light phase,28,9, 09:36:25, M14, AFFI, M13 
 6292, CONT, B6, Light phase,28,9, 09:46:25, M13, AFFI, M14 
 6293, CONT, B6, Light phase,28,9, 09:46:25, M16, AFFI, M13 
 6294, CONT, B6, Light phase,28,9, 09:46:25, M15, AFFI, M13 
 6295, CONT, B6, Light phase,28,9, 09:46:25, M14, AFFI, M13 
 6296, CONT, B6, Light phase,28,17, 17:46:26, M15, 0, M14 
 6297, CONT, B6, Light phase,28,17, 17:46:26, M14, 0, M15 
 6300, CONT, B6, Light phase,28,17, 17:46:42, M16, 0, M13 
 6305, CONT, B6, Light phase,28,17, 17:56:26, M14, 0, M15 
 6307, CONT, B6, Light phase,28,17, 17:56:41, M14, AGGRO, M16 
 6308, CONT, B6, Light phase,28,17, 17:56:42, M14, AGGRO, M13 
 6310, CONT, B6, Light phase,28,17, 17:56:45, M14, AGGRO, M13 
 6311, CONT, B6, Light phase,28,17, 17:56:46, M14, 0, M16 
 6314, CONT, B6, Light phase,28,17, 17:56:30, M16, AGGRO, M13 
 6316, CONT, B6, Light phase,28,17, 17:56:41, M16, AGGRO, M14 
 6317, CONT, B6, Light phase,28,17, 17:56:42, M16, AGGRO, M13 
 6318, CONT, B6, Light phase,28,17, 17:56:45, M16, 0, M13 
 6324, CONT, B6, Light phase,28,17, 17:56:42, M13, AGGRO, M14 
 6325, CONT, B6, Light phase,28,17, 17:56:42, M13, AGGRO, M16 
 6327, CONT, B6, Light phase,28,17, 17:56:50, M13, 0, M15 
 6328, CONT, B6, Dark phase,28,18, 18:06:26, M14, 0, M16 
 6330, CONT, B6, Dark phase,28,18, 18:06:43, M15, 0, M14 
 6331, CONT, B6, Dark phase,28,18, 18:06:26, M16, 0, M14 
 6332, CONT, B6, Dark phase,28,18, 18:06:29, M16, 0, M14 
 6334, CONT, B6, Dark phase,28,18, 18:06:51, M16, 0, M13 
 6335, CONT, B6, Dark phase,28,18, 18:06:52, M16, AGGRO, M13 
 6337, CONT, B6, Dark phase,28,18, 18:06:53, M13, 0, M16 
 6339, CONT, B6, Dark phase,28,18, 18:16:34, M14, AGGRO, M13 
 6340, CONT, B6, Dark phase,28,18, 18:16:38, M14, 0, M13 
 6341, CONT, B6, Dark phase,28,18, 18:16:40, M14, 0, M16 
 6344, CONT, B6, Dark phase,28,18, 18:16:28, M15, 0, M16 
 6345, CONT, B6, Dark phase,28,18, 18:16:39, M15, 0, M16 
 6346, CONT, B6, Dark phase,28,18, 18:16:41, M15, 0, M16 
 6347, CONT, B6, Dark phase,28,18, 18:16:46, M15, 0, M16 
 6349, CONT, B6, Dark phase,28,18, 18:16:26, M16, 0, M15 
 6350, CONT, B6, Dark phase,28,18, 18:16:39, M16, STR.G, M15 
 6351, CONT, B6, Dark phase,28,18, 18:16:41, M16, 0, M14 
 6352, CONT, B6, Dark phase,28,18, 18:16:46, M16, STR.G, M15 
 6354, CONT, B6, Dark phase,28,18, 18:26:26, M16, 0, M15 
 6355, CONT, B6, Dark phase,28,18, 18:26:42, M16, 0, M15 
 6356, CONT, B6, Dark phase,28,18, 18:26:26, M15, 0, M13 
 6357, CONT, B6, Dark phase,28,18, 18:26:42, M15, 0, M13 
 6358, CONT, B6, Dark phase,28,18, 18:26:26, M13, 0, M16 
 6359, CONT, B6, Dark phase,28,18, 18:26:42, M13, 0, M16 
 6361, CONT, B6, Dark phase,28,18, 18:36:49, M15, 0, M14 
 6364, CONT, B6, Dark phase,28,18, 18:36:26, M13, 0, M14 
 6365, CONT, B6, Dark phase,28,18, 18:36:26, M14, 0, M13 
 6366, CONT, B6, Dark phase,28,18, 18:46:26, M16, 0, M14 
 6367, CONT, B6, Dark phase,28,18, 18:46:28, M16, 0, M14 
 6368, CONT, B6, Dark phase,28,18, 18:46:30, M16, 0, M14 
 6372, CONT, B6, Dark phase,28,18, 18:46:28, M14, AGGRO, M16 
 6373, CONT, B6, Dark phase,28,18, 18:46:28, M14, 0, M16 
 6374, CONT, B6, Dark phase,28,18, 18:46:30, M14, 0, M16 
 6375, CONT, B6, Dark phase,28,18, 18:46:34, M14, AGGRO, M16 
 6376, CONT, B6, Dark phase,28,18, 18:46:34, M14, 0, M16 
 6378, CONT, B6, Dark phase,28,18, 18:46:44, M14, 0, M13 
 6379, CONT, B6, Dark phase,28,18, 18:46:26, M13, 0, M15 
 6381, CONT, B6, Dark phase,28,18, 18:46:30, M15, 0, M13 
 6382, CONT, B6, Dark phase,28,18, 18:46:37, M15, 0, M13 
 6384, CONT, B6, Dark phase,28,18, 18:56:36, M15, 0, M14 
 6386, CONT, B6, Dark phase,28,18, 18:56:44, M15, 0, M16 
 6387, CONT, B6, Dark phase,28,18, 18:56:26, M13, AFFI, M14 
 6388, CONT, B6, Dark phase,28,18, 18:56:26, M14, AFFI, M13 
 6390, CONT, B6, Dark phase,28,18, 18:56:44, M16, 0, M15 
 6392, CONT, B6, Dark phase,28,19, 19:06:26, M16, 0, M13 
 6393, CONT, B6, Dark phase,28,19, 19:06:26, M13, 0, M14 
 6394, CONT, B6, Dark phase,28,19, 19:06:26, M14, AFFI, M13 
 6395, CONT, B6, Dark phase,28,19, 19:16:26, M15, 0, M13 
 6401, CONT, B6, Dark phase,28,19, 19:26:26, M13, 0, M14 
 6402, CONT, B6, Dark phase,28,19, 19:26:33, M13, 0, M14 
 6403, CONT, B6, Dark phase,28,19, 19:26:26, M14, 0, M13 
 6404, CONT, B6, Dark phase,28,19, 19:26:42, M14, 0, M16 
 6405, CONT, B6, Dark phase,28,19, 19:26:43, M14, 0, M13 
 6407, CONT, B6, Dark phase,28,19, 19:26:26, M16, 0, M15 
 6408, CONT, B6, Dark phase,28,19, 19:26:37, M16, 0, M14 
 6409, CONT, B6, Dark phase,28,19, 19:26:42, M16, STR.G, M14 
 6410, CONT, B6, Dark phase,28,19, 19:26:43, M16, 0, M14 
 6411, CONT, B6, Dark phase,28,19, 19:26:26, M15, 0, M16 
 6412, CONT, B6, Dark phase,28,19, 19:26:35, M15, 0, M14 
 6415, CONT, B6, Dark phase,28,19, 19:26:48, M15, 0, M13 
 6419, CONT, B6, Dark phase,28,19, 19:36:32, M15, 0, M14 
 6420, CONT, B6, Dark phase,28,19, 19:36:36, M15, 0, M14 
 6421, CONT, B6, Dark phase,28,19, 19:36:39, M15, 0, M14 
 6422, CONT, B6, Dark phase,28,19, 19:36:42, M15, STR.G, M13 
 6423, CONT, B6, Dark phase,28,19, 19:36:26, M13, 0, M14 
 6424, CONT, B6, Dark phase,28,19, 19:36:42, M13, 0, M15 
 6425, CONT, B6, Dark phase,28,19, 19:36:26, M14, 0, M13 
 6426, CONT, B6, Dark phase,28,19, 19:36:36, M14, 0, M15 
 6429, CONT, B6, Dark phase,28,19, 19:46:27, M13, 0, M16 
 6430, CONT, B6, Dark phase,28,19, 19:46:27, M16, 0, M13 
 6431, CONT, B6, Dark phase,28,19, 19:56:27, M16, AGGRO, M13 
 6432, CONT, B6, Dark phase,28,19, 19:56:27, M16, 0, M13 
 6434, CONT, B6, Dark phase,28,19, 19:56:27, M13, AGGRO, M16 
 6435, CONT, B6, Dark phase,28,19, 19:56:27, M13, 0, M16 
 6438, CONT, B6, Dark phase,28,19, 19:56:40, M13, 0, M15 
 6447, CONT, B6, Dark phase,28,20, 20:06:27, M13, 0, M15 
 6450, CONT, B6, Dark phase,28,20, 20:06:30, M16, 0, M15 
 6451, CONT, B6, Dark phase,28,20, 20:06:35, M16, AGGRO, M15 
 6452, CONT, B6, Dark phase,28,20, 20:06:35, M16, 0, M15 
 6454, CONT, B6, Dark phase,28,20, 20:06:27, M15, 0, M13 
 6455, CONT, B6, Dark phase,28,20, 20:06:30, M15, 0, M16 
 6456, CONT, B6, Dark phase,28,20, 20:06:35, M15, AGGRO, M16 
 6457, CONT, B6, Dark phase,28,20, 20:06:35, M15, 0, M16 
 6458, CONT, B6, Dark phase,28,20, 20:06:43, M15, 0, M16 
 6462, CONT, B6, Dark phase,28,20, 20:16:40, M14, 0, M15 
 6465, CONT, B6, Dark phase,28,20, 20:16:40, M15, 0, M14 
 6467, CONT, B6, Dark phase,28,20, 20:16:36, M13, AGGRO, M16 
 6468, CONT, B6, Dark phase,28,20, 20:16:40, M13, 0, M16 
 6473, CONT, B6, Dark phase,28,20, 20:16:36, M16, AGGRO, M13 
 6478, CONT, B6, Dark phase,28,20, 20:26:39, M14, 0, M13 
 6486, CONT, B6, Dark phase,28,20, 20:36:36, M14, AGGRO, M16 
 6489, CONT, B6, Dark phase,28,20, 20:36:45, M14, 0, M15 
 6490, CONT, B6, Dark phase,28,20, 20:36:45, M14, 0, M15 
 6491, CONT, B6, Dark phase,28,20, 20:36:48, M14, 0, M13 
 6494, CONT, B6, Dark phase,28,20, 20:36:35, M13, 0, M15 
 6495, CONT, B6, Dark phase,28,20, 20:36:38, M13, 0, M15 
 6496, CONT, B6, Dark phase,28,20, 20:36:41, M13, 0, M15 
 6497, CONT, B6, Dark phase,28,20, 20:36:48, M13, STR.G, M14 
 6499, CONT, B6, Dark phase,28,20, 20:36:29, M15, AGGRO, M16 
 6500, CONT, B6, Dark phase,28,20, 20:36:34, M15, 0, M16 
 6501, CONT, B6, Dark phase,28,20, 20:36:34, M15, 0, M13 
 6502, CONT, B6, Dark phase,28,20, 20:36:38, M15, STR.G, M13 
 6505, CONT, B6, Dark phase,28,20, 20:36:29, M16, AGGRO, M15 
 6506, CONT, B6, Dark phase,28,20, 20:36:30, M16, AGGRO, M15 
 6511, CONT, B6, Dark phase,28,20, 20:46:37, M13, 0, M15 
 6512, CONT, B6, Dark phase,28,20, 20:46:39, M13, AGGRO, M15 
 6515, CONT, B6, Dark phase,28,20, 20:46:27, M15, 0, M16 
 6517, CONT, B6, Dark phase,28,20, 20:46:36, M15, 0, M13 
 6518, CONT, B6, Dark phase,28,20, 20:46:39, M15, AGGRO, M13 
 6520, CONT, B6, Dark phase,28,20, 20:46:27, M16, STR.G, M14 
