 , B2.genotype, B2.batch, B2.cycle, B2.day, B2.hour, B2.time_start, B2.ID.new, B2.behaviour, B2.with.who 
 2229, CONT, B2, Dark phase,32,19, 19:21:09, M6, 0, M7 
 2233, CONT, B2, Dark phase,32,19, 19:31:09, M8, 0, M5 
 2234, CONT, B2, Dark phase,32,19, 19:31:09, M5, 0, M8 
 2237, CONT, B2, Dark phase,32,19, 19:41:33, M6, AGGRO, M6 
 2240, CONT, B2, Dark phase,32,19, 19:41:33, M7, AGGRO, M6 
 2241, CONT, B2, Dark phase,32,19, 19:41:09, M5, 0, M8 
 2242, CONT, B2, Dark phase,32,19, 19:41:09, M8, 0, M5 
 2246, CONT, B2, Dark phase,32,19, 19:51:15, M5, STR.F, M6 
 2247, CONT, B2, Dark phase,32,19, 19:51:09, M7, STR.F, M5 
 2248, CONT, B2, Dark phase,32,19, 19:51:09, M6, STR.F, M5 
 2250, CONT, B2, Dark phase,32,20, 20:01:23, M7, STR.F, M5 
 2251, CONT, B2, Dark phase,32,20, 20:01:36, M7, 0, M6 
 2252, CONT, B2, Dark phase,32,20, 20:01:09, M6, 0, M5 
 2254, CONT, B2, Dark phase,32,20, 20:01:36, M6, 0, M7 
 2255, CONT, B2, Dark phase,32,20, 20:01:09, M5, 0, M8 
 2256, CONT, B2, Dark phase,32,20, 20:01:09, M8, 0, M5 
 2260, CONT, B2, Dark phase,32,20, 20:11:23, M7, 0, M5 
 2262, CONT, B2, Dark phase,32,20, 20:11:23, M5, 0, M7 
 2265, CONT, B2, Dark phase,32,20, 20:21:16, M7, 0, M8 
 2266, CONT, B2, Dark phase,32,20, 20:21:18, M7, 0, M8 
 2268, CONT, B2, Dark phase,32,20, 20:21:32, M7, 0, M6 
 2269, CONT, B2, Dark phase,32,20, 20:21:09, M8, 0, M6 
 2270, CONT, B2, Dark phase,32,20, 20:21:14, M8, 0, M7 
 2273, CONT, B2, Dark phase,32,20, 20:21:09, M6, 0, M5 
 2274, CONT, B2, Dark phase,32,20, 20:21:09, M5, 0, M8 
 2276, CONT, B2, Dark phase,32,20, 20:31:09, M5, 0, M7 
 2277, CONT, B2, Dark phase,32,20, 20:31:09, M6, STR.G, M7 
 2278, CONT, B2, Dark phase,32,20, 20:31:09, M7, STR.G, M6 
 2281, CONT, B2, Dark phase,32,20, 20:41:13, M7, 0, M6 
 2283, CONT, B2, Dark phase,32,20, 20:41:31, M7, 0, M6 
 2284, CONT, B2, Dark phase,32,20, 20:41:09, M6, 0, M8 
 2285, CONT, B2, Dark phase,32,20, 20:41:09, M8, 0, M7 
 2287, CONT, B2, Dark phase,32,20, 20:51:24, M7, STR.F, M6 
 2289, CONT, B2, Dark phase,32,20, 20:51:09, M6, 0, M8 
 2290, CONT, B2, Dark phase,32,20, 20:51:14, M6, STR.F, M7 
 2292, CONT, B2, Dark phase,32,20, 20:51:14, M5, STR.F, M6 
 2293, CONT, B2, Dark phase,32,20, 20:51:09, M8, 0, M6 
 2297, CONT, B2, Dark phase,32,21, 21:01:09, M8, STR.F, M7 
 2298, CONT, B2, Dark phase,32,21, 21:01:09, M7, STR.F, M8 
 2299, CONT, B2, Dark phase,32,21, 21:01:09, M6, STR.F, M8 
 2303, CONT, B2, Dark phase,32,21, 21:11:18, M8, STR.F, M5 
 2304, CONT, B2, Dark phase,32,21, 21:11:09, M5, 0, M6 
 2305, CONT, B2, Dark phase,32,21, 21:11:22, M5, STR.F, M8 
 2306, CONT, B2, Dark phase,32,21, 21:11:09, M6, 0, M5 
 2307, CONT, B2, Dark phase,32,21, 21:11:22, M6, STR.F, M8 
 2309, CONT, B2, Dark phase,32,21, 21:21:09, M5, STR.F, M6 
 2310, CONT, B2, Dark phase,32,21, 21:21:34, M5, 0, M6 
 2311, CONT, B2, Dark phase,32,21, 21:21:09, M7, 0, M5 
 2312, CONT, B2, Dark phase,32,21, 21:21:09, M6, 0, M5 
 2315, CONT, B2, Dark phase,32,21, 21:31:09, M8, STR.F, M5 
 2316, CONT, B2, Dark phase,32,21, 21:31:09, M5, STR.F, M6 
 2317, CONT, B2, Dark phase,32,21, 21:31:09, M6, STR.F, M5 
 2319, CONT, B2, Dark phase,32,21, 21:41:26, M7, 0, M6 
 2320, CONT, B2, Dark phase,32,21, 21:41:34, M7, 0, M8 
 2321, CONT, B2, Dark phase,32,21, 21:41:09, M8, 0, M6 
 2322, CONT, B2, Dark phase,32,21, 21:41:24, M8, 0, M7 
 2323, CONT, B2, Dark phase,32,21, 21:41:34, M8, 0, M8 
 2324, CONT, B2, Dark phase,32,21, 21:41:09, M6, 0, M8 
 2326, CONT, B2, Dark phase,32,21, 21:51:09, M8, 0, M5 
 2328, CONT, B2, Dark phase,32,21, 21:51:09, M5, 0, M8 
 2330, CONT, B2, Dark phase,32,21, 21:51:09, M7, 0, M7 
 2331, CONT, B2, Dark phase,32,21, 21:51:09, M7, 0, M6 
 2332, CONT, B2, Dark phase,32,22, 22:01:09, M7, 0, M8 
 2337, CONT, B2, Dark phase,32,22, 22:01:09, M5, 0, M6 
 2338, CONT, B2, Dark phase,32,22, 22:01:09, M6, 0, M5 
 2343, CONT, B2, Light phase,33,6, 06:01:11, M6, 0, M5 
 2344, CONT, B2, Light phase,33,6, 06:01:11, M5, 0, M6 
 2346, CONT, B2, Light phase,33,6, 06:11:11, M7, 0, M8 
 2347, CONT, B2, Light phase,33,6, 06:11:11, M6, 0, M7 
 2348, CONT, B2, Light phase,33,6, 06:11:11, M8, 0, M6 
 2349, CONT, B2, Light phase,33,6, 06:21:11, M6, 0, M5 
 2350, CONT, B2, Light phase,33,6, 06:21:11, M5, STR.G, M6 
 2351, CONT, B2, Light phase,33,6, 06:21:11, M8, STR.G, M5 
 2352, CONT, B2, Light phase,33,6, 06:21:11, M7, 0, M5 
 2353, CONT, B2, Light phase,33,6, 06:31:11, M5, AFFI, M6 
 2355, CONT, B2, Light phase,33,6, 06:31:11, M7, AFFI, M5 
 2356, CONT, B2, Light phase,33,6, 06:31:34, M7, 0, M5 
 2357, CONT, B2, Light phase,33,6, 06:31:11, M6, 0, M5 
 2358, CONT, B2, Light phase,33,6, 06:31:11, M8, 0, M5 
 2359, CONT, B2, Light phase,33,6, 06:41:11, M8, AFFI, M5 
 2360, CONT, B2, Light phase,33,6, 06:41:11, M7, AFFI, M5 
 2361, CONT, B2, Light phase,33,6, 06:41:11, M6, AFFI, M5 
 2362, CONT, B2, Light phase,33,6, 06:41:11, M5, AFFI, M6 
 2363, CONT, B2, Light phase,33,6, 06:51:11, M8, AFFI, M5 
 2364, CONT, B2, Light phase,33,6, 06:51:11, M7, AFFI, M5 
 2365, CONT, B2, Light phase,33,6, 06:51:11, M6, AFFI, M5 
 2366, CONT, B2, Light phase,33,6, 06:51:11, M5, AFFI, M6 
 2367, CONT, B2, Light phase,33,7, 07:01:11, M8, AFFI, M5 
 2368, CONT, B2, Light phase,33,7, 07:01:11, M7, AFFI, M5 
 2369, CONT, B2, Light phase,33,7, 07:01:11, M6, AFFI, M5 
 2370, CONT, B2, Light phase,33,7, 07:01:11, M5, AFFI, M6 
 2371, CONT, B2, Light phase,33,7, 07:11:11, M7, 0, M5 
 2372, CONT, B2, Light phase,33,7, 07:11:11, M8, STR.G, M5 
 2373, CONT, B2, Light phase,33,7, 07:11:11, M6, STR.G, M5 
 2374, CONT, B2, Light phase,33,7, 07:11:11, M5, 0, M6 
 2375, CONT, B2, Light phase,33,7, 07:21:11, M7, 0, M5 
 2376, CONT, B2, Light phase,33,7, 07:21:24, M7, 0, M6 
 2377, CONT, B2, Light phase,33,7, 07:21:36, M7, 0, M5 
 2378, CONT, B2, Light phase,33,7, 07:21:11, M6, 0, M5 
 2379, CONT, B2, Light phase,33,7, 07:21:24, M6, STR.G, M5 
 2380, CONT, B2, Light phase,33,7, 07:21:27, M6, 0, M7 
 2382, CONT, B2, Light phase,33,7, 07:21:11, M5, 0, M6 
 2383, CONT, B2, Light phase,33,7, 07:21:11, M8, 0, M5 
 2384, CONT, B2, Light phase,33,7, 07:21:18, M8, STR.G, M5 
 2385, CONT, B2, Light phase,33,7, 07:21:27, M8, 0, M5 
 2386, CONT, B2, Light phase,33,7, 07:31:11, M8, STR.F, M6 
 2387, CONT, B2, Light phase,33,7, 07:31:33, M8, 0, M6 
 2388, CONT, B2, Light phase,33,7, 07:31:39, M8, 0, M6 
 2389, CONT, B2, Light phase,33,7, 07:31:11, M6, STR.F, M8 
 2390, CONT, B2, Light phase,33,7, 07:31:32, M6, 0, M8 
 2391, CONT, B2, Light phase,33,7, 07:31:39, M6, 0, M8 
 2392, CONT, B2, Light phase,33,7, 07:31:11, M7, 0, M5 
 2393, CONT, B2, Light phase,33,7, 07:31:11, M5, 0, M7 
 2394, CONT, B2, Light phase,33,7, 07:31:31, M5, 0, M7 
 2396, CONT, B2, Light phase,33,7, 07:41:11, M7, AFFI, M8 
 2397, CONT, B2, Light phase,33,7, 07:41:11, M8, 0, M7 
 2398, CONT, B2, Light phase,33,7, 07:41:11, M5, AFFI, M7 
 2399, CONT, B2, Light phase,33,7, 07:51:11, M6, 0, M5 
 2401, CONT, B2, Light phase,33,7, 07:51:11, M7, 0, M5 
 2402, CONT, B2, Light phase,33,7, 07:51:16, M7, 0, M8 
 2403, CONT, B2, Light phase,33,7, 07:51:34, M7, 0, M8 
 2404, CONT, B2, Light phase,33,7, 07:51:11, M8, AFFI, M5 
 2405, CONT, B2, Light phase,33,7, 07:51:11, M5, AFFI, M6 
 2406, CONT, B2, Light phase,33,8, 08:01:11, M6, 0, M5 
 2407, CONT, B2, Light phase,33,8, 08:01:11, M7, AFFI, M5 
 2408, CONT, B2, Light phase,33,8, 08:01:11, M8, AFFI, M5 
 2409, CONT, B2, Light phase,33,8, 08:01:11, M5, AFFI, M6 
 2410, CONT, B2, Light phase,33,8, 08:11:11, M7, 0, M5 
 2411, CONT, B2, Light phase,33,8, 08:11:11, M8, AFFI, M5 
 2412, CONT, B2, Light phase,33,8, 08:11:23, M8, 0, M5 
 2413, CONT, B2, Light phase,33,8, 08:11:11, M6, AFFI, M5 
 2414, CONT, B2, Light phase,33,8, 08:11:36, M6, 0, M5 
 2415, CONT, B2, Light phase,33,8, 08:11:11, M5, AFFI, M6 
 2417, CONT, B2, Light phase,33,8, 08:21:28, M6, 0, M7 
 2418, CONT, B2, Light phase,33,8, 08:21:11, M7, 0, M5 
 2419, CONT, B2, Light phase,33,8, 08:21:26, M7, 0, M6 
 2420, CONT, B2, Light phase,33,8, 08:21:11, M8, 0, M7 
 2421, CONT, B2, Light phase,33,8, 08:11:35, M8, 0, M7 
 2422, CONT, B2, Light phase,33,8, 08:21:11, M5, AFFI, M8 
 2423, CONT, B2, Light phase,33,8, 08:31:12, M6, AFFI, M5 
 2424, CONT, B2, Light phase,33,8, 08:31:17, M6, 0, M5 
 2425, CONT, B2, Light phase,33,8, 08:31:24, M6, 0, M5 
 2426, CONT, B2, Light phase,33,8, 08:31:12, M7, AFFI, M5 
 2428, CONT, B2, Light phase,33,8, 08:31:12, M5, AFFI, M6 
 2429, CONT, B2, Light phase,33,8, 08:31:12, M8, AFFI, M5 
 2430, CONT, B2, Light phase,33,8, 08:41:12, M7, AFFI, M5 
 2431, CONT, B2, Light phase,33,8, 08:41:12, M5, AFFI, M6 
 2432, CONT, B2, Light phase,33,8, 08:41:12, M8, AFFI, M5 
 2433, CONT, B2, Light phase,33,8, 08:41:12, M6, AFFI, M5 
 2434, CONT, B2, Light phase,33,8, 08:51:12, M7, AFFI, M5 
 2435, CONT, B2, Light phase,33,8, 08:51:12, M5, AFFI, M6 
 2436, CONT, B2, Light phase,33,8, 08:51:12, M8, AFFI, M5 
 2437, CONT, B2, Light phase,33,8, 08:51:12, M6, AFFI, M5 
 2438, CONT, B2, Light phase,33,9, 09:01:12, M7, AFFI, M5 
 2439, CONT, B2, Light phase,33,9, 09:01:12, M5, AFFI, M6 
 2440, CONT, B2, Light phase,33,9, 09:01:12, M8, AFFI, M5 
 2441, CONT, B2, Light phase,33,9, 09:01:12, M6, AFFI, M5 
 2443, CONT, B2, Light phase,33,9, 09:11:12, M6, 0, M5 
 2444, CONT, B2, Light phase,33,9, 09:11:12, M7, 0, M5 
 2445, CONT, B2, Light phase,33,9, 09:11:16, M7, AFFI, M5 
 2446, CONT, B2, Light phase,33,9, 09:11:12, M5, AFFI, M7 
 2448, CONT, B2, Light phase,33,9, 09:21:12, M8, 0, M5 
 2449, CONT, B2, Light phase,33,9, 09:21:12, M5, AFFI, M8 
 2450, CONT, B2, Light phase,33,9, 09:21:12, M7, AFFI, M8 
