Dark;M7;0;M6;1
Dark;M6;0;M7;1
Dark;M5;0;M8;1
Dark;M8;0;M5;1
Dark;M8;0;M7;1
Dark;M8;STR.F;M6;1
Dark;M5;0;M8;1
Dark;M6;0;M5;1
Dark;M5;0;M8;1
Dark;M8;0;M6;1
Dark;M8;0;M6;1
Dark;M6;0;M8;1
Dark;M5;0;M6;1
Dark;M7;0;M8;1
Dark;M8;0;M7;1
Dark;M8;0;M5;1
Dark;M5;0;M8;1
Dark;M5;0;M8;1
Dark;M6;0;M8;1
Dark;M5;0;M6;1
Dark;M6;0;M5;1
Dark;M5;0;M8;1
Dark;M8;0;M5;1
Dark;M6;0;M7;1
Dark;M7;0;M6;1
Dark;M5;0;M8;1
Dark;M6;0;M8;1
Dark;M6;STR.F;M8;1
Dark;M5;0;M7;1
Dark;M5;0;M7;1
Dark;M7;0;M5;1
Dark;M5;0;M6;1
Dark;M6;0;M5;1
Dark;M7;0;M8;1
Dark;M8;0;M7;1
Dark;M8;0;M7;1
Dark;M5;0;M6;1
Dark;M6;0;M5;1
Dark;M6;0;M5;1
Dark;M7;0;M8;1
Dark;M5;0;M8;1
Dark;M8;0;M5;1
Dark;M7;0;M5;1
Dark;M5;AFFI;M7;1
Dark;M8;AFFI;M5;1
Dark;M5;0;M7;1
Dark;M5;0;M6;1
Dark;M5;0;M5;1
Dark;M6;0;M6;1
Dark;M7;0;M8;1
Dark;M5;0;M6;1
Dark;M8;0;M5;1
Dark;M8;AGGRO;M8;1
Dark;M6;0;M8;1
Dark;M6;0;M5;1
Dark;M7;0;M7;1
Dark;M5;0;M8;1
Dark;M6;STR.F;M6;1
Dark;M8;STR.F;M6;1
Dark;M8;0;M7;1
Dark;M6;0;M8;1
Dark;M7;0;M5;1
Dark;M8;0;M6;1
Dark;M7;0;M7;1
Dark;M5;STR.G;M6;1
Dark;M7;0;M5;1
Dark;M7;STR.G;M7;1
Dark;M8;0;M7;1
Dark;M5;0;M6;1
Dark;M7;0;M8;1
Dark;M7;0;M7;1
Dark;M8;0;M7;1
Dark;M5;AFFI;M8;1
Dark;M8;AFFI;M5;1
Dark;M7;STR.F;M6;1
Dark;M6;STR.F;M7;1
Dark;M8;0;M5;1
Dark;M5;0;M8;1
Dark;M6;AFFI;M5;1
Dark;M5;0;M8;1
Dark;M5;AFFI;M8;1
Dark;M8;0;M7;1
Dark;M7;0;M8;1
Dark;M6;0;M7;1
Dark;M7;0;M6;1
Dark;M8;0;M5;1
Dark;M5;0;M8;1
Light;M8;0;M5;1
Light;M5;STR.G;M7;1
Light;M7;STR.G;M5;1
Light;M6;0;M8;1
Light;M8;0;M7;1
Light;M8;0;M5;1
Light;M8;0;M6;1
Light;M7;0;M8;1
Light;M8;0;M7;1
Light;M7;0;M8;1
Light;M6;0;M7;1
Light;M8;0;M7;1
Light;M7;AFFI;M5;1
Light;M5;AFFI;M7;1
Light;M7;AFFI;M8;1
Light;M8;AFFI;M7;1
Light;M6;AFFI;M8;1
Light;M5;AFFI;M6;1
Light;M7;AFFI;M5;1
Light;M8;AFFI;M5;1
Light;M6;AFFI;M5;1
Light;M5;AFFI;M6;1
Light;M7;AFFI;M5;1
Light;M8;AFFI;M5;1
Light;M6;AFFI;M5;1
Light;M5;AFFI;M6;1
Light;M7;AFFI;M5;1
Light;M8;AFFI;M5;1
Light;M6;AFFI;M5;1
Light;M5;AFFI;M6;1
Light;M7;AFFI;M5;1
Light;M8;AFFI;M5;1
Light;M6;AFFI;M5;1
Light;M5;0;M6;1
Light;M6;0;M5;1
Light;M8;AFFI;M5;1
Light;M7;AFFI;M5;1
Light;M8;0;M5;1
Light;M5;0;M6;1
Light;M7;0;M5;1
Light;M6;0;M5;1
Light;M5;STR.G;M7;1
Light;M7;STR.G;M6;1
Light;M6;0;M5;1
